ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-12-18,40615.98628262899,33226.05225566337,71164.8596592743,40615.98628262899,40615.98628262899,11527.129768646977,11527.129768646977,11527.129768646977,11527.129768646977,11527.129768646977,11527.129768646977,0.0,0.0,0.0,52143.11605127597
2021-12-19,40607.14287855338,25292.05907536459,62836.03902381036,40607.14287855338,40607.14287855338,3120.2545286720388,3120.2545286720388,3120.2545286720388,3120.2545286720388,3120.2545286720388,3120.2545286720388,0.0,0.0,0.0,43727.39740722542
2021-12-20,40598.29947447776,18400.742324108134,56711.05430408326,40598.29947447776,40598.29947447776,-3163.091025777497,-3163.091025777497,-3163.091025777497,-3163.091025777497,-3163.091025777497,-3163.091025777497,0.0,0.0,0.0,37435.208448700265
2021-12-21,40589.45606975831,20166.566972625482,56843.58333521573,40589.45606975831,40589.45606975831,-1940.4928551317723,-1940.4928551317723,-1940.4928551317723,-1940.4928551317723,-1940.4928551317723,-1940.4928551317723,0.0,0.0,0.0,38648.963214626536
2021-12-22,40580.61266503885,15261.059227851189,54744.55128288274,40580.61266503885,40580.61266503885,-5409.1199695496525,-5409.1199695496525,-5409.1199695496525,-5409.1199695496525,-5409.1199695496525,-5409.1199695496525,0.0,0.0,0.0,35171.49269548919
2021-12-23,40571.769260319394,13334.02881826018,52977.2867822559,40571.769260319394,40571.769260319394,-7697.264208555859,-7697.264208555859,-7697.264208555859,-7697.264208555859,-7697.264208555859,-7697.264208555859,0.0,0.0,0.0,32874.50505176353
2021-12-24,40562.92585559994,24247.737196926802,64021.27335657085,40562.92585559994,40562.92585559994,3562.583761728359,3562.583761728359,3562.583761728359,3562.583761728359,3562.583761728359,3562.583761728359,0.0,0.0,0.0,44125.5096173283
2021-12-25,40554.08244048362,32638.00463749683,70807.04343570191,40554.08244048362,40554.08244048362,11527.12976864553,11527.12976864553,11527.12976864553,11527.12976864553,11527.12976864553,11527.12976864553,0.0,0.0,0.0,52081.212209129146
2021-12-26,40545.23902536729,25086.607446069138,63608.37784514088,40545.23902536729,40545.23902536729,3120.2545286637896,3120.2545286637896,3120.2545286637896,3120.2545286637896,3120.2545286637896,3120.2545286637896,0.0,0.0,0.0,43665.49355403108
2021-12-27,40536.39561025098,19716.500023278346,56556.554853240865,40536.39561025098,40536.39561025098,-3163.0910257779383,-3163.0910257779383,-3163.0910257779383,-3163.0910257779383,-3163.0910257779383,-3163.0910257779383,0.0,0.0,0.0,37373.30458447304
