ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-08,0.3306488330171746,0.2614890537391289,0.429619799054376,0.3306488330171746,0.3306488330171746,0.012433800163715687,0.012433800163715687,0.012433800163715687,0.012433800163715687,0.012433800163715687,0.012433800163715687,0.0,0.0,0.0,0.34308263318089033
2022-01-09,0.32877109501195156,0.2631075187799115,0.42533485904897766,0.32877109501195156,0.32877109501195156,0.008283988776619898,0.008283988776619898,0.008283988776619898,0.008283988776619898,0.008283988776619898,0.008283988776619898,0.0,0.0,0.0,0.33705508378857146
2022-01-10,0.3268933570067285,0.2553087934634914,0.41386825097498897,0.3268933570067285,0.3268933570067285,0.010807551048129072,0.010807551048129072,0.010807551048129072,0.010807551048129072,0.010807551048129072,0.010807551048129072,0.0,0.0,0.0,0.3377009080548576
2022-01-11,0.3250156190015055,0.2458660166447518,0.40611043904123617,0.3250156190015055,0.3250156190015055,-0.002053040464926291,-0.002053040464926291,-0.002053040464926291,-0.002053040464926291,-0.002053040464926291,-0.002053040464926291,0.0,0.0,0.0,0.3229625785365792
2022-01-12,0.32313788099628243,0.24450168574979697,0.41435439410519764,0.32313788099628243,0.32313788099628243,0.0017533407352713294,0.0017533407352713294,0.0017533407352713294,0.0017533407352713294,0.0017533407352713294,0.0017533407352713294,0.0,0.0,0.0,0.32489122173155377
2022-01-13,0.3212601429910594,0.23769833281044,0.3991396981346233,0.3212601429910594,0.3212601429910594,0.000432249795005085,0.000432249795005085,0.000432249795005085,0.000432249795005085,0.000432249795005085,0.000432249795005085,0.0,0.0,0.0,0.3216923927860645
2022-01-14,0.3193824049858363,0.20345645800151735,0.3666390842239473,0.3193824049858363,0.3193824049858363,-0.03165789005393105,-0.03165789005393105,-0.03165789005393105,-0.03165789005393105,-0.03165789005393105,-0.03165789005393105,0.0,0.0,0.0,0.28772451493190526
2022-01-15,0.31750466698061336,0.2501064707249225,0.4159873659698375,0.31750466698061336,0.31750466698061336,0.01243380016373469,0.01243380016373469,0.01243380016373469,0.01243380016373469,0.01243380016373469,0.01243380016373469,0.0,0.0,0.0,0.32993846714434805
2022-01-16,0.31562692897539024,0.2426495993924403,0.41559998916012636,0.31562692897539024,0.31562692897539024,0.008283988776583148,0.008283988776583148,0.008283988776583148,0.008283988776583148,0.008283988776583148,0.008283988776583148,0.0,0.0,0.0,0.3239109177519734
2022-01-17,0.31374919097016724,0.24282732591727824,0.40931044608716427,0.31374919097016724,0.31374919097016724,0.010807551048100052,0.010807551048100052,0.010807551048100052,0.010807551048100052,0.010807551048100052,0.010807551048100052,0.0,0.0,0.0,0.3245567420182673
2022-01-18,0.3118714529649442,0.2275947557298569,0.3854034517501028,0.3118714529649442,0.3118714529649442,-0.002053040464987187,-0.002053040464987187,-0.002053040464987187,-0.002053040464987187,-0.002053040464987187,-0.002053040464987187,0.0,0.0,0.0,0.309818412499957
2022-01-19,0.30999371495972117,0.23435898275838496,0.3926394905441185,0.30999371495972117,0.30999371495972117,0.001753340735334948,0.001753340735334948,0.001753340735334948,0.001753340735334948,0.001753340735334948,0.001753340735334948,0.0,0.0,0.0,0.3117470556950561
2022-01-20,0.3081159769544981,0.22791750814707692,0.39632283260100337,0.3081159769544981,0.3081159769544981,0.0004322497950020749,0.0004322497950020749,0.0004322497950020749,0.0004322497950020749,0.0004322497950020749,0.0004322497950020749,0.0,0.0,0.0,0.30854822674950017
2022-01-21,0.3062382389492751,0.19495367037502218,0.351518960168525,0.3062382389492751,0.3062382389492751,-0.03165789005390717,-0.03165789005390717,-0.03165789005390717,-0.03165789005390717,-0.03165789005390717,-0.03165789005390717,0.0,0.0,0.0,0.2745803488953679
2022-01-22,0.30436050094405204,0.22828933981172195,0.40068573447714045,0.3043198677248885,0.30440490029070655,0.01243380016376515,0.01243380016376515,0.01243380016376515,0.01243380016376515,0.01243380016376515,0.01243380016376515,0.0,0.0,0.0,0.3167943011078172
2022-01-23,0.30248276293882903,0.22905946033871327,0.39553676518697545,0.30223752288799177,0.3026917068337177,0.00828398877664021,0.00828398877664021,0.00828398877664021,0.00828398877664021,0.00828398877664021,0.00828398877664021,0.0,0.0,0.0,0.31076675171546925
2022-01-24,0.30060502493360597,0.2280817093937109,0.3910178795247732,0.3000390519106002,0.3010887915286971,0.010807551048066182,0.010807551048066182,0.010807551048066182,0.010807551048066182,0.010807551048066182,0.010807551048066182,0.0,0.0,0.0,0.31141257598167216
2022-01-25,0.2987272869283829,0.21973057963335152,0.3801658390599117,0.2978163021373386,0.29958780409989383,-0.0020530404648785483,-0.0020530404648785483,-0.0020530404648785483,-0.0020530404648785483,-0.0020530404648785483,-0.0020530404648785483,0.0,0.0,0.0,0.2966742464635044
2022-01-26,0.2968495489231599,0.21789704783200184,0.37899103001856965,0.2955274807205634,0.29812028811149477,0.0017533407353163505,0.0017533407353163505,0.0017533407353163505,0.0017533407353163505,0.0017533407353163505,0.0017533407353163505,0.0,0.0,0.0,0.29860288965847626
2022-01-27,0.2949718109179369,0.21168836370455937,0.37650996569780837,0.2932284569939834,0.29670054337347435,0.0004322497949402712,0.0004322497949402712,0.0004322497949402712,0.0004322497949402712,0.0004322497949402712,0.0004322497949402712,0.0,0.0,0.0,0.29540406071287717
2022-01-28,0.29309407291271383,0.1817504343072557,0.3499263494261199,0.290770498431129,0.2952720353791382,-0.03165789005390958,-0.03165789005390958,-0.03165789005390958,-0.03165789005390958,-0.03165789005390958,-0.03165789005390958,0.0,0.0,0.0,0.26143618285880427
